nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0690143,Erich Pommer,1889,1966,"producer,writer,director","tt0017136,tt23860220,tt0030933,tt0023046"
nm0690597,Gillo Pontecorvo,1919,2006,"director,writer,assistant_director","tt0079655,tt0064866,tt0058946,tt0052961"
nm0690638,Carlo Ponti,1912,2007,"producer,miscellaneous,production_manager","tt0058335,tt0047528,tt0060176,tt0059113"
nm0690720,Giuseppe Ponturo,\N,\N,"production_designer,art_department,art_director","tt0095250,tt0113247,tt1304873,tt1242521"
nm0691084,Bill Pope,1952,\N,"cinematographer,director,camera_department","tt0133093,tt0316654,tt3890160,tt3040964"
nm0691311,Popol Vuh,\N,\N,"composer,soundtrack,actor","tt2056771,tt0068182,tt0462504,tt2023690"
nm0691555,Nils Poppe,1908,2000,"actor,writer,soundtrack","tt0038830,tt0050976,tt0045714,tt0038323"
nm0692427,Charles Portis,1933,2020,writer,"tt10198658,tt0065126,tt0073636,tt1403865"
nm0692925,Steven Poster,1944,\N,"cinematographer,camera_department,producer","tt0086373,tt1935897,tt0094008,tt0246578"
nm0693956,Jon Povill,\N,\N,"writer,producer,script_department","tt0159920,tt1386703,tt0112167,tt0100802"
nm0694173,John Powell,1963,\N,"composer,music_department,soundtrack","tt1436562,tt0892769,tt0258463,tt3778644"
nm0694403,Hartley Power,1893,1966,actor,"tt0046072,tt0989125,tt0050549,tt0046250"
nm0694627,Tim Powers,1952,\N,"writer,actor","tt1298650,tt1843198,tt0097718,tt6977888"
nm0695038,Marcos Prado,1961,\N,"producer,director,cinematographer","tt0861739,tt0427221,tt1555149,tt5359662"
nm0695177,Prakash Raj,1965,\N,"actor,producer,director","tt0140303,tt0376127,tt10698680,tt1526875"
nm0695435,Chris Pratt,1979,\N,"actor,soundtrack,producer","tt2015381,tt0369610,tt1266020,tt4881806"
nm0695937,Otto Preminger,1905,1986,"director,producer,actor","tt0037008,tt0046828,tt0046359,tt0052561"
nm0696247,Emeric Pressburger,1902,1988,"writer,producer,director","tt0035153,tt0038733,tt0044103,tt0040725"
nm0696866,Dennis Price,1915,1973,actor,"tt0041546,tt0058050,tt0061075,tt0055361"
nm0698184,Priyadarshan,1957,\N,"director,writer,music_department","tt5548032,tt0995031,tt0255289,tt1286811"
nm0698873,Mark Protosevich,1961,\N,"writer,producer,script_department","tt0209958,tt0480249,tt1321511,tt0409182"
nm0700577,Lucy Punch,1977,\N,"actress,soundtrack,writer","tt0427152,tt2180411,tt1284575,tt1389096"
nm0700760,Steve Purcell,\N,\N,"writer,miscellaneous,actor","tt3473654,tt3606756,tt2380307,tt1217209"
nm0700869,Amrish Puri,1932,2005,"actor,music_department,soundtrack","tt0093578,tt0087469,tt0083987,tt0112870"
nm0701012,Edna Purviance,1895,1958,actress,"tt0008133,tt0017575,tt0012349,tt0014624"
nm0701031,Neal Purvis,1961,\N,"writer,producer,script_department","tt0830515,tt0381061,tt2382320,tt1074638"
nm0701374,Mario Puzo,1920,1999,writer,"tt0071562,tt0078346,tt0068646,tt0099674"
nm0701918,Benito Pérez Galdós,1843,1920,writer,"tt0051983,tt0008870,tt0066491,tt0042413"
nm0702036,Fernando Pérez Unda,\N,\N,editor,"tt7230436,tt0245712,tt0439034,tt1329533"
nm0702479,Marília Pêra,1943,2015,"actress,soundtrack,producer","tt0140888,tt0082912,tt0798732,tt0209564"
nm0702541,Hanno Pöschl,1949,\N,actor,"tt0112471,tt0144061,tt0275127,tt0084565"
nm0702760,Massimo Quaglia,\N,\N,"editor,editorial_department,assistant_director","tt0120731,tt1924396,tt0213847,tt1081935"
nm0702841,Ke Huy Quan,1971,\N,"actor,stunts,miscellaneous","tt0087469,tt6710474,tt0089218,tt0120903"
nm0703078,Ben Queen,\N,\N,"writer,producer","tt5083928,tt0770521,tt1216475,tt3606752"
nm0704270,Zachary Quinto,1977,\N,"actor,producer,writer","tt0796366,tt1408101,tt1615147,tt2660888"
nm0704719,Francisco Rabal,1926,2001,"actor,writer,director","tt0086482,tt0088040,tt0101026,tt0210717"
nm0705025,Colombe Raby,\N,\N,"art_director,costume_department,production_designer","tt0425210,tt3612616,tt13308316,tt0450314"
nm0705072,Francine Racette,1947,\N,actress,"tt0092593,tt0074826,tt0075944,tt0074916"
nm0705356,Daniel Radcliffe,1989,\N,"actor,producer,soundtrack","tt0241527,tt4034354,tt0926084,tt1201607"
nm0706032,Kori Rae,\N,\N,"producer,animation_department,miscellaneous","tt0317705,tt1453405,tt1049413,tt7146812"
nm0706368,George Raft,1901,1980,"actor,soundtrack","tt0023427,tt0037832,tt0033149,tt0053291"
nm0706567,Pablo Rago,1972,\N,"actor,soundtrack","tt0441830,tt0459724,tt1305806,tt1570374"
nm0708048,Enrique Rambal,1924,1971,"actor,director,soundtrack","tt0266114,tt0056732,tt0324718,tt0268477"
nm0708723,Mauricio Andrade Ramos,\N,\N,producer,"tt3695986,tt0388489,tt0317248,tt0337692"
nm0709056,Peter Ramsey,1962,\N,"art_department,director,producer","tt4633694,tt1446192,tt0181689,tt0113855"
nm0709466,John Rand,1871,1940,actor,"tt0123000,tt0018773,tt0025554,tt0006684"
nm0710020,Joe Ranft,1960,2005,"writer,actor,miscellaneous","tt0092695,tt0114709,tt0120363,tt0317219"
nm0710447,James Ransone,1979,\N,"actor,soundtrack","tt1922777,tt7349950,tt2752772,tt0995832"
nm0710723,Samson Raphaelson,1896,1983,writer,"tt0034248,tt0033045,tt0040869,tt0022074"
nm0710759,Jack Rapke,\N,\N,producer,"tt0385880,tt1907668,tt0433035,tt0162222"
nm0711110,Jim Rash,1971,\N,"actor,producer,writer","tt1727388,tt1439629,tt1033575,tt0405325"
nm0711118,Phylicia Rashad,1948,\N,"actress,soundtrack,producer","tt1405500,tt3076658,tt6343314,tt0086687"
nm0711235,Fred Raskin,1973,\N,"editor,editorial_department,producer","tt7131622,tt2015381,tt1596343,tt1853728"
nm0711840,Brett Ratner,1969,\N,"producer,director,music_department","tt0289765,tt0120812,tt0376994,tt1267297"
nm0712546,Paresh Rawal,1955,\N,"producer,actor,soundtrack","tt0242519,tt0995031,tt0371735,tt2283748"
nm0712753,Billy Ray,\N,\N,"writer,producer,director","tt6450804,tt0323944,tt1535109,tt1392170"
nm0714066,Denise Ream,\N,\N,"visual_effects,producer,miscellaneous","tt0121766,tt1979388,tt0119654,tt0120647"
nm0714114,Jim Reardon,\N,\N,"director,animation_department,writer","tt2948356,tt0910970,tt1772341,tt0096697"
nm0714310,James Rebhorn,1948,2014,actor,"tt0116629,tt0105323,tt0119174,tt0134119"
nm0714377,Evanthia Reboutsika,1958,\N,"composer,music_department,soundtrack","tt1160534,tt0981352,tt0476735,tt0378897"
nm0714698,Lance Reddick,1962,2023,"actor,producer,soundtrack","tt2911666,tt10366206,tt2334879,tt4425200"
nm0714793,Quinn K. Redeker,1936,2022,"actor,writer,producer","tt0069658,tt0077416,tt0081283,tt20236780"
nm0715346,Carol Reed,1906,1976,"director,producer,assistant_director","tt0063385,tt0039677,tt0040338,tt0041959"
nm0715636,Peyton Reed,1964,\N,"director,producer,actor","tt0478970,tt0204946,tt5095030,tt10954600"
nm0716257,Matt Reeves,1966,\N,"producer,writer,director","tt1228987,tt2103281,tt3450958,tt1877830"
nm0716347,Nicolas Winding Refn,1970,\N,"writer,director,producer","tt0780504,tt1602613,tt1974419,tt0862467"
nm0716350,John Refoua,1960,2023,"editor,editorial_department,producer","tt0499549,tt1981128,tt0455944,tt1630029"
nm0716924,Allon Reich,\N,\N,"producer,miscellaneous,executive","tt0470752,tt2798920,tt1343727,tt1334260"
nm0717230,David Reid,\N,\N,"assistant_director,producer,director","tt0375912,tt2066051,tt2802144,tt0120735"
nm0717550,Ethan Reiff,1965,\N,"writer,producer,actor","tt0165564,tt0955308,tt0465353,tt0245803"
nm0718645,Ivan Reitman,1946,2022,"producer,miscellaneous,director","tt0087332,tt0082509,tt0105477,tt1193138"
nm0718646,Jason Reitman,1977,\N,"producer,director,writer","tt0467406,tt0427944,tt1193138,tt1967545"
nm0718871,Erich Maria Remarque,1898,1970,"writer,actor,script_department","tt0030865,tt1016150,tt0020629,tt0052296"
nm0719208,Chris Renaud,\N,\N,"producer,actor,director","tt1482459,tt2293640,tt1690953,tt1323594"
nm0719637,Jeremy Renner,1971,\N,"actor,producer,soundtrack","tt0840361,tt0887912,tt5362988,tt0848228"
nm0719673,Stephen Rennicks,\N,\N,"composer,music_department,soundtrack","tt15109082,tt1605717,tt3170832,tt13352968"
nm0719756,Jean Renoir,1894,1979,"writer,director,actor","tt0031885,tt0043972,tt0038107,tt0028950"
nm0720135,John Requa,\N,\N,"producer,writer,director","tt2381941,tt1045772,tt0870154,tt5555260"
nm0720162,Georgi Rerberg,1937,1999,"cinematographer,writer,camera_department","tt0060549,tt0079944,tt0083145,tt0072443"
nm0721073,Fernando Rey,1917,1994,"actor,miscellaneous","tt0066491,tt0068361,tt0067116,tt0103594"
nm0721675,David Reynolds,\N,\N,"writer,miscellaneous,actor","tt0230011,tt0266543,tt0120917,tt0120762"
nm0722000,William Reynolds,1910,1997,"editor,editorial_department,producer","tt0059742,tt0070735,tt0064418,tt0068646"
nm0722153,Trent Reznor,1965,\N,"soundtrack,composer,actor","tt1568346,tt2267998,tt1285016,tt10618286"
nm0722610,Don Rhymer,1961,2012,"writer,producer,miscellaneous","tt0423294,tt0208003,tt2357291,tt3411444"
nm0722636,John Rhys-Davies,1944,\N,"actor,sound_department,producer","tt0167261,tt0082971,tt0120737,tt0167260"
nm0724360,Thomas Richards,1899,1946,editor,"tt0032643,tt0033149,tt0031712,tt0033870"
nm0724744,Robert Richardson,1955,\N,"cinematographer,camera_department,miscellaneous","tt0338751,tt0361748,tt7131622,tt0266697"
nm0724843,Alan Riche,1941,\N,"producer,executive","tt0149261,tt0218967,tt0918940,tt1798684"
nm0724854,Peter Riche,\N,\N,"producer,miscellaneous,executive","tt0109068,tt7937440,tt1798684,tt0246989"
nm0724995,Julian Richings,1956,\N,"actor,soundtrack","tt4687882,tt0146336,tt0770828,tt0376994"
nm0725220,Daniel Richter,1939,\N,"actor,assistant_director,editor","tt0270951,tt0062622,tt0181108,tt0066296"
nm0725543,Don Rickles,1926,2017,"actor,soundtrack","tt0114709,tt0065938,tt0112641,tt0120363"
nm0725983,John Ridley,1964,\N,"producer,writer,miscellaneous","tt3488298,tt0279493,tt2024544,tt0120188"
nm0728262,Mukesh Rishi,1956,\N,"actor,producer","tt0497915,tt0278315,tt0200087,tt0254481"
nm0728271,Dino Risi,1916,2008,"director,writer,assistant_director","tt0062080,tt0062370,tt0056512,tt0072037"
nm0728307,Robert Riskin,1897,1955,"writer,producer,director","tt0043633,tt0030993,tt0027996,tt0025316"
nm0728476,Lazar Ristovski,1952,\N,"actor,producer,writer","tt0114787,tt0191821,tt2948166,tt0381061"
nm0728812,Thelma Ritter,1902,1969,"actress,soundtrack","tt0046187,tt0047396,tt0043792,tt0042192"
nm0729304,Jonas Rivera,\N,\N,"producer,miscellaneous,actor","tt1979376,tt2096673,tt2948372,tt1049413"
nm0729345,Mabel Rivera,1952,\N,actress,"tt0467959,tt0455957,tt0369702,tt0464141"
nm0729701,Stephen E. Rivkin,\N,\N,"editor,director,editorial_department","tt0499549,tt0449088,tt1630029,tt0325980"
nm0729939,Angelo Rizzoli,1889,1970,"producer,manager,miscellaneous","tt0053779,tt0058003,tt0045274,tt0056801"
nm0730034,John Roach,\N,\N,writer,"tt1261381,tt0166896"
nm0730850,Ben Roberts,1916,1984,"writer,producer,miscellaneous","tt0160127,tt0061277,tt0042041,tt5033998"
nm0731075,Emma Roberts,1991,\N,"actress,producer,soundtrack","tt1723121,tt3531824,tt0429591,tt1645080"
nm0731271,Jonathan Roberts,\N,\N,"writer,producer,miscellaneous","tt0116683,tt0116583,tt0198781,tt0110357"
nm0731634,Tony Roberts,1939,\N,"actor,soundtrack","tt0072251,tt0069097,tt0075686,tt0070666"
nm0732961,Patrick Robinson,\N,\N,writer,"tt1091191,tt0117973"
nm0734441,Robert Rodat,1953,\N,"writer,producer,miscellaneous","tt0120815,tt0116329,tt0187393,tt1462059"
nm0734472,Gene Roddenberry,1921,1991,"writer,producer,miscellaneous","tt0098382,tt0060028,tt0092455,tt0079945"
nm0734870,Aleksey Rodionov,1947,\N,"cinematographer,camera_department,production_designer","tt5814592,tt0091251,tt1101026,tt0459748"
nm0735442,Michelle Rodriguez,1978,\N,"actress,producer,soundtrack","tt1905041,tt2820852,tt0232500,tt1217613"
nm0736155,Álvaro Rodríguez,\N,\N,"writer,producer,miscellaneous","tt0985694,tt10106108,tt0104815,tt5833186"
nm0736622,Seth Rogen,1982,\N,"producer,actor,writer","tt0910936,tt1245492,tt1700841,tt0829482"
nm0737216,Steven Rogers,\N,\N,"writer,producer,miscellaneous","tt2279339,tt0119313,tt0120686,tt5580036"
nm0737582,Günter Rohrbach,1928,\N,"producer,writer,director","tt0105328,tt0082096,tt0108211,tt0088323"
nm0738222,Sam Rolfe,1924,1993,"writer,producer,soundtrack","tt1638355,tt0082616,tt0044953,tt0057765"
nm0738603,Giovanna Romagnoli,\N,\N,producer,"tt0095765,tt0103243,tt0093664,tt0094841"
nm0738908,John Romano,1948,\N,"producer,writer,miscellaneous","tt0098772,tt0138524,tt0081873,tt1189340"
nm0738918,Lou Romano,1972,\N,"art_department,actor,animation_department","tt0433576,tt1754656,tt1230569,tt0278238"
nm0739661,John Romita Sr.,1930,2023,"writer,art_department,miscellaneous","tt14287310,tt3402242,tt3322314,tt7563984"
nm0739868,Andrew Rona,\N,\N,"producer,production_manager,miscellaneous","tt2024469,tt0480255,tt0355295,tt0238380"
nm0740021,Brunello Rondi,1924,1989,"writer,director,actor","tt0056801,tt0167886,tt0050783,tt0053779"
nm0740115,David Ronn,\N,\N,"writer,producer","tt1469304,tt0477051,tt0297181,tt0271668"
nm0741013,Oscar Rosander,1901,1971,"editor,actor,director","tt0048641,tt0053976,tt0050986,tt0051365"
nm0741627,Reginald Rose,1920,2002,"writer,producer","tt0054531,tt0078294,tt0050083,tt0040051"
nm0742276,Martin Rosenberg,\N,\N,"visual_effects,cinematographer,director","tt0117060,tt0120201,tt0121765,tt0117731"
nm0742279,Melissa Rosenberg,1962,\N,"producer,writer,miscellaneous","tt1324999,tt0773262,tt1325004,tt2357547"
nm0742341,Stuart Rosenberg,1927,2007,"director,producer,production_manager","tt0054531,tt0055349,tt0078767,tt0061512"
nm0742347,Tom Rosenberg,\N,\N,"producer,actor","tt0405159,tt0475944,tt0137363,tt6306064"
nm0742471,Ralph Rosenblum,1925,1995,"editorial_department,editor,director","tt0059798,tt0066808,tt0075686,tt0070707"
nm0742475,Steven Rosenblum,\N,\N,"editor,editorial_department,director","tt0325710,tt0112573,tt0450259,tt0097441"
nm0742651,Howard Rosenman,1945,\N,"producer,actor,writer","tt0103893,tt0105391,tt5726616,tt0218967"
nm0742975,Cathy Rosier,1945,2004,actress,"tt0062229,tt0066857,tt0071409,tt0243818"
nm0743017,Bodil Rosing,1877,1941,"actress,soundtrack","tt0018455,tt0030993,tt0020585,tt0022834"
nm0743671,Matt Ross,1970,\N,"actor,director,producer","tt0144084,tt3553976,tt0119094,tt0338751"
nm0743682,Michael K. Ross,1971,\N,"actor,camera_department,producer","tt0185371,tt1596343,tt1013752,tt0119715"
nm0744021,Renzo Rossellini,1908,1982,"composer,music_department,soundtrack","tt0039397,tt0038890,tt0038823,tt0080491"
nm0744023,Roberto Rossellini,1906,1977,"writer,director,producer","tt0039417,tt0038823,tt0038890,tt0046511"
nm0744035,Robert Rossen,1908,1966,"writer,director,producer","tt0058294,tt0041113,tt0048937,tt0054997"
nm0744046,Brandon Rosser,\N,\N,"editorial_department,miscellaneous,producer","tt0117666,tt14138650,tt9686790,tt5971474"
nm0744384,Christophe Rossignon,\N,\N,"producer,actor,production_manager","tt0290673,tt0364517,tt0424205,tt0113247"
nm0744429,Terry Rossio,1960,\N,"writer,producer,director","tt0453467,tt0126029,tt0325980,tt0103639"
nm0744834,Eli Roth,1972,\N,"producer,actor,writer","tt0462322,tt0450278,tt0361748,tt0303816"
nm0744839,Eric Roth,1945,\N,"producer,writer,miscellaneous","tt0109830,tt0140352,tt0421715,tt1160419"
nm0745247,Rodney Rothman,\N,\N,"writer,producer,director","tt2294449,tt0800039,tt4633694,tt9362722"
nm0746041,Philippe Rousselet,\N,\N,"producer,executive","tt0945513,tt1536537,tt3547740,tt10366460"
nm0746273,Charles Roven,1949,\N,"producer,executive","tt1800241,tt0468569,tt0451279,tt1345836"
nm0746767,Lady Rowlands,1904,1999,"actress,set_decorator","tt0067433,tt0079672,tt0072417,tt0072260"
nm0746830,J.K. Rowling,1965,\N,"writer,producer,soundtrack","tt0926084,tt1201607,tt0417741,tt3183660"
nm0747172,Ronit Roy,1965,\N,"actor,miscellaneous,assistant_director","tt1639426,tt2372678,tt1450737,tt5460276"
nm0747941,Bruno Rubeo,1946,2011,"production_designer,actor,art_director","tt0155267,tt0379889,tt0228750,tt0097239"
nm0748035,Danny Rubin,1957,\N,"writer,actor","tt0111048,tt0322330,tt0107048,tt0107090"
nm0748620,Paul Rudd,1969,\N,"actor,producer,writer","tt1155056,tt1659337,tt0478970,tt5095030"
nm0748665,Albert S. Ruddy,1930,\N,"writer,producer,miscellaneous","tt0087032,tt0068646,tt0405159,tt0084316"
nm0748784,Scott Rudin,1958,\N,"producer,miscellaneous,casting_director","tt0120382,tt1285016,tt0477348,tt4925292"
nm0748973,Maya Rudolph,1972,\N,"actress,soundtrack,producer","tt1727388,tt1478338,tt1176740,tt1791528"
nm0749104,Belén Rueda,1965,\N,"actress,director,soundtrack","tt1937149,tt0369702,tt0464141,tt1512685"
nm0749263,Mark Ruffalo,1967,\N,"actor,producer,soundtrack","tt1895587,tt1100089,tt0848228,tt0842926"
nm0749363,Rufus,1942,\N,"actor,soundtrack","tt0074811,tt0211915,tt0112682,tt0101700"
nm0750000,Mogens Rukov,1943,2015,"writer,script_department,miscellaneous","tt0154420,tt0328844,tt0285280,tt0154421"
nm0750718,Claire Rushbrook,1971,\N,actress,"tt8359654,tt0117589,tt2407574,tt4015216"
nm0751102,David O. Russell,1958,\N,"producer,director,writer","tt0120188,tt1045658,tt1800241,tt0964517"
nm0751207,Jack Golden Russell,\N,\N,writer,"tt0496806,tt5164214,tt0240772,tt0349903"
nm0751577,Anthony Russo,1970,\N,"producer,director,writer","tt1843866,tt4154796,tt6710474,tt4154756"
nm0751648,Joe Russo,1971,\N,"producer,director,writer","tt6710474,tt1843866,tt4154756,tt4154796"
nm0752407,Amy Ryan,1968,\N,"actress,soundtrack,producer","tt0452623,tt1606392,tt2562232,tt0292963"
nm0752811,Robbie Ryan,1970,\N,"cinematographer,camera_department,director","tt5083738,tt3721936,tt10986222,tt3205376"
nm0753083,Aaron Ryder,\N,\N,"producer,miscellaneous,director","tt13957560,tt0246578,tt2543164,tt0482571"
nm0753249,Florence Ryerson,1892,1965,writer,"tt0030108,tt0032138,tt0021297,tt0020726"
nm0753276,Ulla Ryghe,1924,2011,"editor,director,script_department","tt0057358,tt0055499,tt0060827,tt14445294"
nm0753314,Mark Rylance,1960,\N,"actor,producer","tt1070874,tt3682448,tt3691740,tt5013056"
nm0753479,Chishû Ryû,1904,1993,"actor,soundtrack","tt0046438,tt0259732,tt0100998,tt0041154"
nm0753480,Daisuke Ryû,1957,2021,actor,"tt0089881,tt0080979,tt0230780,tt0164707"
nm0753526,RZA,1969,\N,"soundtrack,actor,writer","tt0266697,tt1053424,tt1258972,tt0765429"
nm0753716,Albert Rémy,1915,1967,"actor,director","tt0035951,tt0048226,tt0053198,tt0059825"
nm0754272,Yacef Saadi,1928,2021,"actor,miscellaneous,producer","tt11562950,tt4959470,tt0058946,tt1032854"
nm0755403,Yutaka Sada,1911,2017,actor,"tt0056443,tt0051808,tt0055630,tt0057565"
nm0755868,Hayedeh Safiyari,\N,\N,"editor,editorial_department,art_director","tt4964788,tt0845439,tt1832382,tt10311018"
nm0755911,Peter Safran,1965,\N,"producer,executive,manager","tt2039338,tt1477834,tt6334354,tt0448115"
nm0756907,Takanobu Saitô,1924,2004,"composer,music_department,soundtrack","tt0417214,tt1612539,tt0046438,tt0053390"
nm0757076,Chika Sakamoto,1959,\N,actress,"tt0087544,tt3291680,tt4473492,tt0096283"
nm0757855,Zoe Saldana,1978,\N,"actress,producer,writer","tt1630029,tt0499549,tt2015381,tt0796366"
nm0757858,Carlos Saldanha,1965,\N,"director,producer,writer","tt1436562,tt0438097,tt2357291,tt0268380"
nm0758357,Franco Solinas,1927,1982,"writer,miscellaneous","tt0070959,tt0073734,tt0058946,tt0055399"
nm0758487,Yesim Salkim,1968,\N,actress,"tt10731100,tt0116231,tt23667286,tt0297380"
nm0758574,Walter Salles,1956,\N,"director,producer,writer","tt0140888,tt0318462,tt0401711,tt0114651"
nm0759986,Michael Samonek,\N,\N,"writer,director,actor","tt1405374,tt1238304,tt0245091,tt1411238"
nm0760488,Lesser Samuels,1894,1980,"writer,producer","tt0029328,tt0043338,tt0047494,tt0042792"
nm0760665,Antonia San Juan,1961,\N,"actress,director,writer","tt8228288,tt0467542,tt1538451,tt0185125"
nm0760778,Fatima Sana Shaikh,1992,\N,actress,"tt5074352,tt14479746,tt7212754,tt5970844"
nm0760796,Hiroyuki Sanada,1960,\N,"actor,producer,music_department","tt0448134,tt1430132,tt0351817,tt1335975"
nm0761498,Chris Sanders,1962,\N,"writer,actor,animation_department","tt0275847,tt0481499,tt0120762,tt0892769"
nm0761744,Tim Sanders,\N,\N,"producer,production_manager,location_management","tt0298228,tt0116365,tt0120737,tt0403407"
nm0761866,Tiny Sandford,1894,1961,actor,"tt0027977,tt0022251,tt0018773,tt0020030"
nm0761874,Linus Sandgren,1972,\N,"cinematographer,camera_department,visual_effects","tt2382320,tt3783958,tt10640346,tt1213641"
nm0762674,Jonathan Sanger,1944,\N,"producer,director,assistant_director","tt0259711,tt0080678,tt0230600,tt0091059"
nm0763395,Gustavo Santaolalla,1951,\N,"music_department,soundtrack,composer","tt3011894,tt0388795,tt0449467,tt0318462"
nm0763928,Rodrigo Santoro,1975,\N,"actor,soundtrack,art_department","tt0475784,tt0411008,tt0416449,tt0314331"
nm0764316,Rajkumar Santoshi,1956,\N,"writer,director,producer","tt0099652,tt0109117,tt0319736,tt0210609"
nm0764407,Sumita Sanyal,1945,2017,actress,"tt0066763,tt0067421,tt3867480,tt1587206"
nm0764780,Katherine Sarafian,1969,\N,"producer,miscellaneous,production_manager","tt3606756,tt1979376,tt0317705,tt1217209"
nm0764832,José Saramago,1922,2010,"writer,soundtrack,miscellaneous","tt1549779,tt2316411,tt0861689,tt4103642"
nm0764963,Alain Sarde,1952,\N,"producer,actor,writer","tt0253474,tt0383694,tt1139328,tt0166924"
nm0765091,Alvin Sargent,1927,2019,"writer,miscellaneous,actor","tt0081283,tt0070510,tt0316654,tt0103241"
nm0765126,Lia Sargent,1957,\N,"actress,writer,miscellaneous","tt0280240,tt0156887,tt0500092,tt0113568"
nm0765597,Peter Sarsgaard,1971,\N,"actor,producer","tt1133985,tt0333766,tt0362269,tt0323944"
nm0765815,Nozomu Sasaki,1967,\N,"actor,soundtrack,composer","tt0168143,tt3717532,tt0094625,tt0203237"
nm0766005,Will Sasso,1975,\N,"actor,writer,producer","tt0116483,tt0383010,tt0157503,tt7638348"
nm0766496,Masaru Satô,1928,1999,"composer,music_department,soundtrack","tt0055630,tt0051808,tt0047478,tt0054460"
nm0767266,Carlos Savage,\N,\N,"editor,editorial_department,sound_department","tt0093497,tt0134907,tt0042804,tt0233833"
nm0767655,S. Leigh Savidge,\N,\N,"producer,writer,director","tt1398426,tt6640964,tt0100826,tt0292515"
nm0767894,Pilar Savone,\N,\N,"producer,assistant_director,miscellaneous","tt1028528,tt1077258,tt0137363,tt1853728"
nm0768297,Veerendra Saxena,1951,\N,"actor,director,art_department","tt1280558,tt0366985,tt0157217,tt7485048"
nm0768324,Edward Saxon,\N,\N,"producer,actor,executive","tt1176740,tt0107818,tt0102926,tt0268126"
nm0768817,Pietro Scalia,1960,\N,"editor,editorial_department,producer","tt3659388,tt0172495,tt0265086,tt0102138"
nm0768959,Dan Scanlon,1976,\N,"miscellaneous,producer,art_department","tt10298810,tt7146812,tt1453405,tt1437330"
nm0769249,Furio Scarpelli,1919,2010,"writer,miscellaneous,director","tt0110877,tt0052216,tt0056945,tt0093004"
nm0769644,Michael Schaefer,\N,\N,"producer,miscellaneous,assistant_director","tt11138512,tt2935510,tt4520364,tt3659388"
nm0769840,Jeff Schaffer,\N,\N,"writer,producer,director","tt0356150,tt0098904,tt0264235,tt0312528"
nm0769863,Stephen Schaffer,\N,\N,"editorial_department,editor,actor","tt1216475,tt1979388,tt3606756,tt0910970"
nm0769874,Franklin J. Schaffner,1920,1989,"director,producer,actor","tt0066206,tt0063442,tt0047731,tt0077269"
nm0770650,Andrew Scheinman,1948,\N,"producer,writer,director","tt0104257,tt0092005,tt0098635,tt0093779"
nm0770938,Robert Schenkkan,1953,\N,"actor,writer,producer","tt0374463,tt0100436,tt0258068,tt2119532"
nm0771065,Jay Scherick,\N,\N,"writer,producer,miscellaneous","tt1469304,tt0297181,tt0271668,tt0477051"
nm0771526,Guillaume Schiffman,\N,\N,"cinematographer,camera_department,actor","tt2070776,tt1655442,tt0464913,tt5687334"
nm0771584,Joseph Schildkraut,1896,1964,"actor,soundtrack","tt0052738,tt0029146,tt0027657,tt0033045"
nm0772834,Arthur P. Schmidt,1912,1965,"editor,producer,editorial_department","tt0047437,tt0053291,tt0043014,tt0043338"
nm0773138,Ole Schmidt,1928,2010,"composer,music_department,actor","tt0076722,tt0122534,tt0019254,tt0125328"
nm0773603,Julian Schnabel,1951,\N,"director,writer,music_department","tt0247196,tt0115632,tt0401383,tt6938828"
nm0773685,Hervé Schneid,\N,\N,"editor,music_department,editorial_department","tt0101700,tt0344510,tt1259014,tt0211915"
nm0774744,Claude-Michel Schönberg,1944,\N,"soundtrack,writer,composer","tt1647668,tt1707386,tt1754109,tt1758830"
nm0774786,Alan Schoolcraft,\N,\N,"writer,miscellaneous,producer","tt1911658,tt1001526,tt0190590,tt0118715"
nm0774817,Thelma Schoonmaker,1940,\N,"editor,editorial_department,producer","tt0407887,tt0338751,tt0081398,tt0099685"
nm0775180,Max Schreck,1879,1936,"actor,miscellaneous","tt0014175,tt0019308,tt0012622,tt0013442"
nm0775443,Adam Schroeder,\N,\N,producer,"tt1706593,tt0162661,tt0120382,tt0158983"
nm0775659,Greta Schröder,1892,1980,"actress,writer","tt0014346,tt0206302,tt0029734,tt0013442"
nm0775977,Budd Schulberg,1914,2009,"writer,producer,soundtrack","tt0052395,tt0047296,tt0050371,tt0166913"
nm0776114,Tom Schulman,1950,\N,"writer,producer,director","tt0118541,tt0097523,tt0097165,tt0103241"
nm0776739,Walter Schumann,1913,1958,"music_department,composer,soundtrack","tt0088128,tt0048424,tt9620292,tt0141369"
nm0776914,Maurice Schutz,1866,1955,"actor,assistant_director,miscellaneous","tt0027607,tt0023649,tt0019254,tt0160166"
nm0777209,Douglas Schwartz,\N,\N,"writer,producer,director","tt0089941,tt0096542,tt1469304,tt1596346"
nm0777408,Rick Schwartz,\N,\N,"producer,miscellaneous,production_manager","tt0407887,tt0985694,tt0230600,tt0947798"
nm0777881,Robert Schwentke,1968,\N,"director,writer,soundtrack","tt0297871,tt6763252,tt1245526,tt0790736"
nm0779785,Shaun Scott,1954,\N,actor,"tt6856242,tt4250224,tt10280296,tt0084991"
nm0780098,Ronnie Screwvala,1962,\N,"producer,miscellaneous,actor","tt1620933,tt2082197,tt2112124,tt8291224"
nm0781245,Bahare Seddiqi,\N,\N,actress,tt0118849
