tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt1515091,movie,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,0,2011,\N,129,"Action,Adventure,Mystery"
tt1517268,movie,Barbie,Barbie,0,2023,\N,114,"Adventure,Comedy,Fantasy"
tt1517451,movie,A Star Is Born,A Star Is Born,0,2018,\N,136,"Drama,Music,Romance"
tt15327088,movie,Kantara,Kantara,0,2022,\N,148,"Action,Adventure,Drama"
tt1535108,movie,Elysium,Elysium,0,2013,\N,109,"Action,Drama,Sci-Fi"
tt1535109,movie,Captain Phillips,Captain Phillips,0,2013,\N,134,"Action,Biography,Crime"
tt15398776,movie,Oppenheimer,Oppenheimer,0,2023,\N,180,"Biography,Drama,History"
tt1542344,movie,127 Hours,127 Hours,0,2010,\N,94,"Biography,Drama"
tt15501640,movie,Drishyam 2,Drishyam 2,0,2022,\N,140,"Crime,Drama,Mystery"
tt1555149,movie,Elite Squad 2: The Enemy Within,Tropa de Elite 2: O Inimigo Agora é Outro,0,2010,\N,115,"Action,Crime,Drama"
tt1562872,movie,Zindagi Na Milegi Dobara,Zindagi Na Milegi Dobara,0,2011,\N,155,"Comedy,Drama,Musical"
tt1564367,movie,Just Go with It,Just Go with It,0,2011,\N,117,"Comedy,Romance"
tt1568346,movie,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,0,2011,\N,158,"Crime,Drama,Mystery"
tt1570728,movie,"Crazy, Stupid, Love.","Crazy, Stupid, Love.",0,2011,\N,118,"Comedy,Drama,Romance"
tt1587310,movie,Maleficent,Maleficent,0,2014,\N,97,"Adventure,Family,Fantasy"
tt1588173,movie,Warm Bodies,Warm Bodies,0,2013,\N,98,"Comedy,Horror,Romance"
tt1591095,movie,Insidious,Insidious,0,2010,\N,103,"Horror,Mystery,Thriller"
tt1596343,movie,Fast Five,Fast Five,0,2011,\N,130,"Action,Crime,Thriller"
tt1596363,movie,The Big Short,The Big Short,0,2015,\N,130,"Biography,Comedy,Drama"
tt1598778,movie,Contagion,Contagion,0,2011,\N,106,"Drama,Thriller"
tt1599348,movie,Safe House,Safe House,0,2012,\N,115,"Action,Thriller"
tt1601913,movie,The Grey,The Grey,0,2011,\N,117,"Action,Adventure,Drama"
tt1605630,movie,American Reunion,American Reunion,0,2012,\N,113,Comedy
tt1605783,movie,Midnight in Paris,Midnight in Paris,0,2011,\N,94,"Comedy,Fantasy,Romance"
tt1606378,movie,A Good Day to Die Hard,A Good Day to Die Hard,0,2013,\N,98,"Action,Thriller"
tt1606389,movie,The Vow,The Vow,0,2012,\N,104,"Drama,Romance"
tt1620933,movie,Paan Singh Tomar,Paan Singh Tomar,0,2012,\N,135,"Action,Biography,Crime"
tt1623205,movie,Oz the Great and Powerful,Oz the Great and Powerful,0,2013,\N,130,"Adventure,Family,Fantasy"
tt1630029,movie,Avatar: The Way of Water,Avatar: The Way of Water,0,2022,\N,192,"Action,Adventure,Fantasy"
tt1631867,movie,Edge of Tomorrow,Edge of Tomorrow,0,2014,\N,113,"Action,Adventure,Sci-Fi"
tt1632708,movie,Friends with Benefits,Friends with Benefits,0,2011,\N,109,"Comedy,Romance"
tt1636826,movie,Project X,Project X,0,2012,\N,88,Comedy
tt1637688,movie,In Time,In Time,0,2011,\N,109,"Action,Sci-Fi,Thriller"
tt1637725,movie,Ted,Ted,0,2012,\N,106,Comedy
tt1638355,movie,The Man from U.N.C.L.E.,The Man from U.N.C.L.E.,0,2015,\N,116,"Action,Adventure,Comedy"
tt1639426,movie,Udaan,Udaan,0,2010,\N,134,Drama
tt1645170,movie,The Dictator,The Dictator,0,2012,\N,83,Comedy
tt1646971,movie,How to Train Your Dragon 2,How to Train Your Dragon 2,0,2014,\N,102,"Action,Adventure,Animation"
tt1649418,movie,The Gray Man,The Gray Man,0,2022,\N,122,"Action,Thriller"
tt1649419,movie,The Impossible,Lo imposible,0,2012,\N,114,"Adventure,Drama,History"
tt1650062,movie,Super 8,Super 8,0,2011,\N,112,"Action,Mystery,Sci-Fi"
tt1650554,movie,Kick-Ass 2,Kick-Ass 2,0,2013,\N,103,"Action,Comedy,Crime"
tt1655442,movie,The Artist,The Artist,0,2011,\N,100,"Comedy,Drama,Romance"
tt1659337,movie,The Perks of Being a Wallflower,The Perks of Being a Wallflower,0,2012,\N,103,Drama
tt1663202,movie,The Revenant,The Revenant,0,2015,\N,156,"Action,Adventure,Drama"
tt1663662,movie,Pacific Rim,Pacific Rim,0,2013,\N,131,"Action,Adventure,Sci-Fi"
tt1667889,movie,Ice Age: Continental Drift,Ice Age: Continental Drift,0,2012,\N,88,"Adventure,Animation,Comedy"
tt1670345,movie,Now You See Me,Now You See Me,0,2013,\N,115,"Crime,Mystery,Thriller"
tt1673434,movie,The Twilight Saga: Breaking Dawn - Part 2,The Twilight Saga: Breaking Dawn - Part 2,0,2012,\N,115,"Adventure,Drama,Fantasy"
tt1675434,movie,The Intouchables,Intouchables,0,2011,\N,112,"Biography,Comedy,Drama"
tt1677720,movie,Ready Player One,Ready Player One,0,2018,\N,140,"Action,Adventure,Sci-Fi"
tt1690953,movie,Despicable Me 2,Despicable Me 2,0,2013,\N,98,"Adventure,Animation,Comedy"
tt1700841,movie,Sausage Party,Sausage Party,0,2016,\N,89,"Adventure,Animation,Comedy"
tt1706593,movie,Chronicle,Chronicle,0,2012,\N,89,"Action,Drama,Sci-Fi"
tt1706620,movie,Snowpiercer,Snowpiercer,0,2013,\N,126,"Action,Drama,Sci-Fi"
tt1707386,movie,Les Misérables,Les Misérables,0,2012,\N,158,"Drama,Musical,Romance"
tt1723121,movie,We're the Millers,We're the Millers,0,2013,\N,110,"Comedy,Crime"
tt1723811,movie,Shame,Shame,0,2011,\N,101,Drama
tt1727824,movie,Bohemian Rhapsody,Bohemian Rhapsody,0,2018,\N,134,"Biography,Drama,Music"
tt1731141,movie,Ender's Game,Ender's Game,0,2013,\N,114,"Action,Adventure,Sci-Fi"
tt1735898,movie,Snow White and the Huntsman,Snow White and the Huntsman,0,2012,\N,127,"Action,Adventure,Drama"
tt1745960,movie,Top Gun: Maverick,Top Gun: Maverick,0,2022,\N,130,"Action,Drama"
tt1748122,movie,Moonrise Kingdom,Moonrise Kingdom,0,2012,\N,94,"Comedy,Drama,Family"
tt1764651,movie,The Expendables 2,The Expendables 2,0,2012,\N,103,"Action,Adventure,Thriller"
tt1772341,movie,Wreck-It Ralph,Wreck-It Ralph,0,2012,\N,101,"Adventure,Animation,Comedy"
tt1790809,movie,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,0,2017,\N,129,"Action,Adventure,Fantasy"
tt1790864,movie,The Maze Runner,The Maze Runner,0,2014,\N,113,"Action,Mystery,Sci-Fi"
tt1790885,movie,Zero Dark Thirty,Zero Dark Thirty,0,2012,\N,157,"Drama,History,Thriller"
tt1798684,movie,Southpaw,Southpaw,0,2015,\N,124,"Action,Drama,Sport"
tt1798709,movie,Her,Her,0,2013,\N,126,"Drama,Romance,Sci-Fi"
tt1800241,movie,American Hustle,American Hustle,0,2013,\N,138,"Crime,Drama"
tt1815862,movie,After Earth,After Earth,0,2013,\N,100,"Action,Adventure,Sci-Fi"
tt1817273,movie,The Place Beyond the Pines,The Place Beyond the Pines,0,2012,\N,140,"Crime,Drama,Thriller"
tt1821480,movie,Kahaani,Kahaani,0,2012,\N,122,"Mystery,Thriller"
tt1823672,movie,Chappie,Chappie,0,2015,\N,120,"Action,Crime,Drama"
tt1825683,movie,Black Panther,Black Panther,0,2018,\N,134,"Action,Adventure,Sci-Fi"
tt1832382,movie,A Separation,Jodaeiye Nader az Simin,0,2011,\N,123,Drama
tt1840309,movie,Divergent,Divergent,0,2014,\N,139,"Action,Adventure,Mystery"
tt1843866,movie,Captain America: The Winter Soldier,Captain America: The Winter Soldier,0,2014,\N,136,"Action,Adventure,Sci-Fi"
tt1853728,movie,Django Unchained,Django Unchained,0,2012,\N,165,"Drama,Western"
tt1855199,movie,End of Watch,End of Watch,0,2012,\N,109,"Action,Crime,Drama"
tt1856101,movie,Blade Runner 2049,Blade Runner 2049,0,2017,\N,164,"Action,Drama,Mystery"
tt1865505,movie,Song of the Sea,Song of the Sea,0,2014,\N,93,"Adventure,Animation,Drama"
tt1872181,movie,The Amazing Spider-Man 2,The Amazing Spider-Man 2,0,2014,\N,142,"Action,Adventure,Sci-Fi"
tt1872194,movie,The Judge,The Judge,0,2014,\N,141,"Crime,Drama"
tt1877830,movie,The Batman,The Batman,0,2022,\N,176,"Action,Crime,Drama"
tt1877832,movie,X-Men: Days of Future Past,X-Men: Days of Future Past,0,2014,\N,132,"Action,Adventure,Sci-Fi"
tt1895587,movie,Spotlight,Spotlight,0,2015,\N,129,"Biography,Crime,Drama"
tt1899353,movie,The Raid: Redemption,Serbuan maut,0,2011,\N,101,"Action,Crime,Thriller"
tt1905041,movie,Fast & Furious 6,Furious 6,0,2013,\N,130,"Action,Adventure,Crime"
tt1907668,movie,Flight,Flight,0,2012,\N,138,"Drama,Thriller"
tt1922777,movie,Sinister,Sinister,0,2012,\N,110,"Horror,Mystery,Thriller"
tt1931533,movie,Seven Psychopaths,Seven Psychopaths,0,2012,\N,110,"Comedy,Crime"
tt1950186,movie,Ford v Ferrari,Ford v Ferrari,0,2019,\N,152,"Action,Biography,Drama"
tt1951261,movie,The Hangover Part III,The Hangover Part III,0,2013,\N,100,"Comedy,Crime"
tt1951264,movie,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,0,2013,\N,146,"Action,Adventure,Sci-Fi"
tt1951265,movie,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,0,2014,\N,123,"Action,Adventure,Sci-Fi"
tt1951266,movie,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,0,2015,\N,137,"Action,Adventure,Sci-Fi"
tt1954470,movie,Gangs of Wasseypur,Gangs of Wasseypur,0,2012,\N,321,"Action,Comedy,Crime"
tt1959490,movie,Noah,Noah,0,2014,\N,138,"Action,Adventure,Drama"
tt1959563,movie,The Hitman's Bodyguard,The Hitman's Bodyguard,0,2017,\N,118,"Action,Comedy,Crime"
tt1972591,movie,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,0,2017,\N,126,"Action,Adventure,Drama"
tt1979320,movie,Rush,Rush,0,2013,\N,123,"Action,Biography,Drama"
tt1979376,movie,Toy Story 4,Toy Story 4,0,2019,\N,100,"Adventure,Animation,Comedy"
tt1980209,movie,Pain & Gain,Pain & Gain,0,2013,\N,129,"Action,Biography,Comedy"
tt1981115,movie,Thor: The Dark World,Thor: The Dark World,0,2013,\N,112,"Action,Adventure,Fantasy"
tt1981677,movie,Pitch Perfect,Pitch Perfect,0,2012,\N,112,"Comedy,Music,Romance"
tt2004420,movie,Neighbors,Neighbors,0,2014,\N,97,Comedy
tt2005151,movie,War Dogs,War Dogs,0,2016,\N,114,"Biography,Comedy,Crime"
tt2015381,movie,Guardians of the Galaxy,Guardians of the Galaxy,0,2014,\N,121,"Action,Adventure,Comedy"
tt2024469,movie,Non-Stop,Non-Stop,0,2014,\N,106,"Action,Mystery,Thriller"
tt2024544,movie,12 Years a Slave,12 Years a Slave,0,2013,\N,134,"Biography,Drama,History"
tt2082197,movie,Barfi!,Barfi!,0,2012,\N,151,"Comedy,Drama,Romance"
tt2084970,movie,The Imitation Game,The Imitation Game,0,2014,\N,114,"Biography,Drama,Thriller"
tt20850406,movie,Sita Ramam,Sita Ramam,0,2022,\N,163,"Action,Drama,Mystery"
tt2094766,movie,Assassin's Creed,Assassin's Creed,0,2016,\N,115,"Action,Adventure,Sci-Fi"
tt2096673,movie,Inside Out,Inside Out,0,2015,\N,95,"Adventure,Animation,Comedy"
tt2103281,movie,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,0,2014,\N,130,"Action,Adventure,Drama"
tt2106476,movie,The Hunt,Jagten,0,2012,\N,115,Drama
tt2109248,movie,Transformers: Age of Extinction,Transformers: Age of Extinction,0,2014,\N,165,"Action,Adventure,Sci-Fi"
tt2119532,movie,Hacksaw Ridge,Hacksaw Ridge,0,2016,\N,139,"Biography,Drama,History"
tt2126355,movie,San Andreas,San Andreas,0,2015,\N,114,"Action,Adventure,Thriller"
tt2140203,movie,Wolf Children,Ôkami kodomo no Ame to Yuki,0,2012,\N,117,"Animation,Drama,Family"
tt2140479,movie,The Accountant,The Accountant,0,2016,\N,128,"Action,Thriller"
tt2179136,movie,American Sniper,American Sniper,0,2014,\N,133,"Action,Biography,Drama"
tt2184339,movie,The Purge,The Purge,0,2013,\N,85,"Horror,Sci-Fi,Thriller"
tt2194499,movie,About Time,About Time,0,2013,\N,123,"Comedy,Drama,Fantasy"
tt2209764,movie,Transcendence,Transcendence,0,2014,\N,119,"Action,Drama,Sci-Fi"
tt2229499,movie,Don Jon,Don Jon,0,2013,\N,90,"Comedy,Drama,Romance"
tt2234155,movie,The Internship,The Internship,0,2013,\N,119,Comedy
tt2245084,movie,Big Hero 6,Big Hero 6,0,2014,\N,102,"Action,Adventure,Animation"
tt2250912,movie,Spider-Man: Homecoming,Spider-Man: Homecoming,0,2017,\N,133,"Action,Adventure,Sci-Fi"
tt2267998,movie,Gone Girl,Gone Girl,0,2014,\N,149,"Drama,Mystery,Thriller"
tt2277860,movie,Finding Dory,Finding Dory,0,2016,\N,97,"Adventure,Animation,Comedy"
tt2278388,movie,The Grand Budapest Hotel,The Grand Budapest Hotel,0,2014,\N,99,"Adventure,Comedy,Crime"
tt2283362,movie,Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,0,2017,\N,119,"Action,Adventure,Comedy"
tt2283748,movie,OMG: Oh My God!,OMG: Oh My God!,0,2012,\N,125,"Comedy,Drama,Fantasy"
tt2293640,movie,Minions,Minions,0,2015,\N,91,"Adventure,Animation,Comedy"
tt2294449,movie,22 Jump Street,22 Jump Street,0,2014,\N,112,"Action,Comedy,Crime"
tt2294629,movie,Frozen,Frozen,0,2013,\N,102,"Adventure,Animation,Comedy"
tt2302755,movie,Olympus Has Fallen,Olympus Has Fallen,0,2013,\N,119,"Action,Thriller"
tt2310332,movie,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,0,2014,\N,144,"Adventure,Fantasy"
tt2316204,movie,Alien: Covenant,Alien: Covenant,0,2017,\N,122,"Horror,Sci-Fi,Thriller"
tt2316411,movie,Enemy,Enemy,0,2013,\N,91,"Drama,Mystery,Thriller"
tt2321549,movie,The Babadook,The Babadook,0,2014,\N,94,"Horror,Mystery"
tt2322441,movie,Fifty Shades of Grey,Fifty Shades of Grey,0,2015,\N,125,"Drama,Romance,Thriller"
tt2334873,movie,Blue Jasmine,Blue Jasmine,0,2013,\N,98,"Comedy,Drama"
tt2334879,movie,White House Down,White House Down,0,2013,\N,131,"Action,Drama,Thriller"
tt2338151,movie,PK,PK,0,2014,\N,153,"Comedy,Drama,Sci-Fi"
tt2345759,movie,The Mummy,The Mummy,0,2017,\N,111,"Action,Adventure,Fantasy"
tt2356180,movie,Bhaag Milkha Bhaag,Bhaag Milkha Bhaag,0,2013,\N,186,"Biography,Drama,Sport"
tt2361509,movie,The Intern,The Intern,0,2015,\N,121,"Comedy,Drama"
tt2377938,movie,Special 26,Special Chabbis,0,2013,\N,144,"Crime,Drama,Thriller"
tt2379713,movie,Spectre,Spectre,0,2015,\N,148,"Action,Adventure,Thriller"
tt2380307,movie,Coco,Coco,0,2017,\N,105,"Adventure,Animation,Drama"
tt2381249,movie,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,0,2015,\N,131,"Action,Adventure,Thriller"
tt2381941,movie,Focus,Focus,0,2015,\N,105,"Comedy,Crime,Drama"
tt2382320,movie,No Time to Die,No Time to Die,0,2021,\N,163,"Action,Adventure,Thriller"
tt2395427,movie,Avengers: Age of Ultron,Avengers: Age of Ultron,0,2015,\N,141,"Action,Adventure,Sci-Fi"
tt2397535,movie,Predestination,Predestination,0,2014,\N,97,"Action,Drama,Sci-Fi"
tt2404435,movie,The Magnificent Seven,The Magnificent Seven,0,2016,\N,132,"Action,Adventure,Drama"
tt2406566,movie,Atomic Blonde,Atomic Blonde,0,2017,\N,115,"Action,Thriller"
tt2446042,movie,Taken 3,Taken 3,0,2014,\N,108,"Action,Crime,Thriller"
tt2463208,movie,The Adam Project,The Adam Project,0,2022,\N,106,"Action,Adventure,Comedy"
tt2488496,movie,Star Wars: Episode VII - The Force Awakens,Star Wars: Episode VII - The Force Awakens,0,2015,\N,138,"Action,Adventure,Sci-Fi"
tt2527336,movie,Star Wars: Episode VIII - The Last Jedi,Star Wars: Episode VIII - The Last Jedi,0,2017,\N,152,"Action,Adventure,Fantasy"
tt2527338,movie,Star Wars: Episode IX - The Rise of Skywalker,Star Wars: Episode IX - The Rise of Skywalker,0,2019,\N,141,"Action,Adventure,Fantasy"
tt2543164,movie,Arrival,Arrival,0,2016,\N,116,"Drama,Mystery,Sci-Fi"
tt2543472,movie,Wonder,Wonder,0,2017,\N,113,"Drama,Family"
tt2562232,movie,Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),0,2014,\N,119,"Comedy,Drama"
tt2576852,movie,The Tale of The Princess Kaguya,Kaguya-hime no monogatari,0,2013,\N,137,"Animation,Drama,Family"
tt2582782,movie,Hell or High Water,Hell or High Water,0,2016,\N,102,"Crime,Drama,Thriller"
tt2582802,movie,Whiplash,Whiplash,0,2014,\N,106,"Drama,Music"
tt2582846,movie,The Fault in Our Stars,The Fault in Our Stars,0,2014,\N,126,"Drama,Romance"
tt2584384,movie,Jojo Rabbit,Jojo Rabbit,0,2019,\N,108,"Comedy,Drama,War"
tt2631186,movie,Baahubali: The Beginning,Bãhubali: The Beginning,0,2015,\N,159,"Action,Drama"
tt2637276,movie,Ted 2,Ted 2,0,2015,\N,115,Comedy
tt2660888,movie,Star Trek Beyond,Star Trek Beyond,0,2016,\N,122,"Action,Adventure,Sci-Fi"
tt2674426,movie,Me Before You,Me Before You,0,2016,\N,110,"Drama,Romance"
tt2704998,movie,Game Night,Game Night,0,2018,\N,100,"Action,Adventure,Comedy"
tt2709768,movie,The Secret Life of Pets,The Secret Life of Pets,0,2016,\N,87,"Adventure,Animation,Comedy"
tt2713180,movie,Fury,Fury,0,2014,\N,134,"Action,Drama,War"
tt2719848,movie,Everest,Everest,0,2015,\N,121,"Action,Adventure,Biography"
tt2737304,movie,Bird Box,Bird Box,0,2018,\N,124,"Horror,Mystery,Sci-Fi"
tt2758880,movie,Winter Sleep,Kis Uykusu,0,2014,\N,196,Drama
tt2771200,movie,Beauty and the Beast,Beauty and the Beast,0,2017,\N,129,"Adventure,Family,Fantasy"
tt2788710,movie,The Interview,The Interview,0,2014,\N,112,"Action,Adventure,Comedy"
tt2798920,movie,Annihilation,Annihilation,0,2018,\N,115,"Adventure,Drama,Horror"
tt2802144,movie,Kingsman: The Secret Service,Kingsman: The Secret Service,0,2014,\N,129,"Action,Adventure,Comedy"
tt2820852,movie,Furious 7,Fast & Furious 7,0,2015,\N,137,"Action,Crime,Thriller"
tt2872718,movie,Nightcrawler,Nightcrawler,0,2014,\N,117,"Crime,Drama,Thriller"
tt2872732,movie,Lucy,Lucy,0,2014,\N,89,"Action,Sci-Fi,Thriller"
tt2883512,movie,Chef,Chef,0,2014,\N,114,"Adventure,Comedy,Drama"
tt2908446,movie,The Divergent Series: Insurgent,Insurgent,0,2015,\N,119,"Action,Adventure,Sci-Fi"
tt2911666,movie,John Wick,John Wick,0,2014,\N,101,"Action,Crime,Thriller"
tt2935510,movie,Ad Astra,Ad Astra,0,2019,\N,123,"Adventure,Drama,Mystery"
tt2948356,movie,Zootopia,Zootopia,0,2016,\N,108,"Adventure,Animation,Comedy"
tt2948372,movie,Soul,Soul,0,2020,\N,100,"Adventure,Animation,Comedy"
tt2953050,movie,Encanto,Encanto,0,2021,\N,102,"Animation,Comedy,Family"
tt2975590,movie,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,0,2016,\N,151,"Action,Adventure,Sci-Fi"
tt2980516,movie,The Theory of Everything,The Theory of Everything,0,2014,\N,123,"Biography,Drama,Romance"
tt2991224,movie,Tangerines,Mandariinid,0,2013,\N,87,"Drama,War"
tt3011894,movie,Wild Tales,Relatos salvajes,0,2014,\N,122,"Comedy,Drama,Thriller"
tt3040964,movie,The Jungle Book,The Jungle Book,0,2016,\N,106,"Adventure,Drama,Family"
tt3065204,movie,The Conjuring 2,The Conjuring 2,0,2016,\N,134,"Horror,Mystery,Thriller"
tt3076658,movie,Creed,Creed,0,2015,\N,133,"Action,Drama,Sport"
tt3079380,movie,Spy,Spy,0,2015,\N,120,"Action,Comedy"
tt3110958,movie,Now You See Me 2,Now You See Me 2,0,2016,\N,129,"Action,Adventure,Comedy"
tt3170832,movie,Room,Room,0,2015,\N,118,"Drama,Thriller"
tt3183660,movie,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,0,2016,\N,132,"Adventure,Family,Fantasy"
tt3228774,movie,Cruella,Cruella,0,2021,\N,134,"Adventure,Comedy,Crime"
tt3235888,movie,It Follows,It Follows,0,2014,\N,100,"Horror,Mystery,Thriller"
tt3263904,movie,Sully,Sully,0,2016,\N,96,"Biography,Drama"
tt3281548,movie,Little Women,Little Women,0,2019,\N,135,"Drama,Romance"
tt3315342,movie,Logan,Logan,0,2017,\N,137,"Action,Drama,Sci-Fi"
tt3322420,movie,Queen,Queen,0,2013,\N,146,"Adventure,Comedy,Drama"
tt3385516,movie,X-Men: Apocalypse,X-Men: Apocalypse,0,2016,\N,144,"Action,Adventure,Sci-Fi"
tt3390572,movie,Haider,Haider,0,2014,\N,160,"Action,Crime,Drama"
tt3397884,movie,Sicario,Sicario,0,2015,\N,121,"Action,Crime,Drama"
tt3402236,movie,Murder on the Orient Express,Murder on the Orient Express,0,2017,\N,114,"Crime,Drama,Mystery"
tt3417422,movie,Drishyam,Drishyam,0,2013,\N,160,"Crime,Drama,Thriller"
tt3450958,movie,War for the Planet of the Apes,War for the Planet of the Apes,0,2017,\N,140,"Action,Adventure,Drama"
tt3460252,movie,The Hateful Eight,The Hateful Eight,0,2015,\N,168,"Crime,Drama,Mystery"
tt3464902,movie,The Lobster,The Lobster,0,2015,\N,119,"Drama,Romance,Sci-Fi"
tt3480822,movie,Black Widow,Black Widow,0,2021,\N,134,"Action,Adventure,Sci-Fi"
tt3498820,movie,Captain America: Civil War,Captain America: Civil War,0,2016,\N,147,"Action,Sci-Fi"
tt3501632,movie,Thor: Ragnarok,Thor: Ragnarok,0,2017,\N,130,"Action,Adventure,Comedy"
tt3521164,movie,Moana,Moana,0,2016,\N,107,"Adventure,Animation,Comedy"
tt3532216,movie,American Made,American Made,0,2017,\N,115,"Action,Comedy,Crime"
tt3553976,movie,Captain Fantastic,Captain Fantastic,0,2016,\N,118,"Comedy,Drama"
tt3606756,movie,Incredibles 2,Incredibles 2,0,2018,\N,118,"Action,Adventure,Animation"
tt3612616,movie,Mommy,Mommy,0,2014,\N,139,Drama
tt3659388,movie,The Martian,The Martian,0,2015,\N,144,"Adventure,Drama,Sci-Fi"
tt3682448,movie,Bridge of Spies,Bridge of Spies,0,2015,\N,142,"Drama,History,Thriller"
tt3704428,movie,Elvis,Elvis,0,2022,\N,159,"Biography,Drama,Music"
tt3731562,movie,Kong: Skull Island,Kong: Skull Island,0,2017,\N,118,"Action,Adventure,Fantasy"
tt3741834,movie,Lion,Lion,0,2016,\N,118,"Biography,Drama"
tt3748528,movie,Rogue One: A Star Wars Story,Rogue One,0,2016,\N,133,"Action,Adventure,Sci-Fi"
tt3778644,movie,Solo: A Star Wars Story,Solo: A Star Wars Story,0,2018,\N,135,"Action,Adventure,Sci-Fi"
tt3783958,movie,La La Land,La La Land,0,2016,\N,128,"Comedy,Drama,Music"
tt3799694,movie,The Nice Guys,The Nice Guys,0,2016,\N,116,"Action,Comedy,Crime"
tt3863552,movie,Bajrangi Bhaijaan,Bajrangi Bhaijaan,0,2015,\N,163,"Action,Adventure,Comedy"
tt3890160,movie,Baby Driver,Baby Driver,0,2017,\N,113,"Action,Crime,Drama"
tt3896198,movie,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,0,2017,\N,136,"Action,Adventure,Comedy"
tt4016934,movie,The Handmaiden,Ah-ga-ssi,0,2016,\N,145,"Drama,Romance,Thriller"
tt4034228,movie,Manchester by the Sea,Manchester by the Sea,0,2016,\N,137,Drama
tt4046784,movie,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,0,2015,\N,131,"Action,Adventure,Sci-Fi"
tt4123430,movie,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,0,2018,\N,134,"Adventure,Family,Fantasy"
tt4154664,movie,Captain Marvel,Captain Marvel,0,2019,\N,123,"Action,Adventure,Sci-Fi"
tt4154756,movie,Avengers: Infinity War,Avengers: Infinity War,0,2018,\N,149,"Action,Adventure,Sci-Fi"
tt4154796,movie,Avengers: Endgame,Avengers: Endgame,0,2019,\N,181,"Action,Adventure,Drama"
tt4160708,movie,Don't Breathe,Don't Breathe,0,2016,\N,88,"Crime,Horror,Thriller"
tt4169250,movie,M.S. Dhoni: The Untold Story,M.S. Dhoni: The Untold Story,0,2016,\N,184,"Biography,Drama,Sport"
tt4196776,movie,Jason Bourne,Jason Bourne,0,2016,\N,123,"Action,Thriller"
tt4263482,movie,The Witch,The VVitch: A New-England Folktale,0,2015,\N,92,"Drama,Fantasy,Horror"
tt4425200,movie,John Wick: Chapter 2,John Wick: Chapter 2,0,2017,\N,122,"Action,Crime,Thriller"
tt4430212,movie,Drishyam,Drishyam,0,2015,\N,163,"Crime,Drama,Mystery"
tt4513678,movie,Ghostbusters: Afterlife,Ghostbusters: Afterlife,0,2021,\N,124,"Adventure,Comedy,Fantasy"
tt4550098,movie,Nocturnal Animals,Nocturnal Animals,0,2016,\N,116,"Drama,Thriller"
tt4555426,movie,Darkest Hour,Darkest Hour,0,2017,\N,125,"Biography,Drama,War"
tt4630562,movie,The Fate of the Furious,The Fate of the Furious,0,2017,\N,136,"Action,Crime,Thriller"
tt4633694,movie,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,0,2018,\N,117,"Action,Adventure,Animation"
tt4635372,movie,Masaan,Masaan,0,2015,\N,109,Drama
tt4649466,movie,Kingsman: The Golden Circle,Kingsman: The Golden Circle,0,2017,\N,141,"Action,Adventure,Comedy"
tt4729430,movie,Klaus,Klaus,0,2019,\N,96,"Adventure,Animation,Comedy"
tt4779682,movie,The Meg,The Meg,0,2018,\N,113,"Action,Horror,Sci-Fi"
tt4846340,movie,Hidden Figures,Hidden Figures,0,2016,\N,127,"Biography,Drama,History"
tt4849438,movie,Baahubali 2: The Conclusion,Bãhubali 2: The Conclusion,0,2017,\N,167,"Action,Drama"
tt4857264,movie,The Invisible Guest,Contratiempo,0,2016,\N,106,"Crime,Drama,Mystery"
tt4881806,movie,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,0,2018,\N,128,"Action,Adventure,Sci-Fi"
tt4912910,movie,Mission: Impossible - Fallout,Mission: Impossible - Fallout,0,2018,\N,147,"Action,Adventure,Thriller"
tt4925292,movie,Lady Bird,Lady Bird,0,2017,\N,94,"Comedy,Drama"
tt4934950,movie,Talvar,Talvar,0,2015,\N,132,"Crime,Drama,Mystery"
tt4972582,movie,Split,Split,0,2016,\N,117,"Horror,Thriller"
tt4975722,movie,Moonlight,Moonlight,0,2016,\N,111,Drama
tt5013056,movie,Dunkirk,Dunkirk,0,2017,\N,106,"Action,Drama,History"
