tconst,ordering,nconst,category,job,characters
tt3480822,5,nm0795153,director,\N,\N
tt3480822,6,nm3069408,writer,screenplay by,\N
tt3480822,7,nm2356614,writer,story by,\N
tt3480822,8,nm0072600,writer,story by,\N
tt3480822,9,nm0270559,producer,producer,\N
tt3498820,10,nm0456158,writer,based on the Marvel comics by,\N
tt3498820,1,nm0262635,actor,\N,"[""Steve Rogers"",""Captain America""]"
tt3498820,2,nm0000375,actor,\N,"[""Tony Stark"",""Iron Man""]"
tt3498820,3,nm0424060,actress,\N,"[""Natasha Romanoff"",""Black Widow""]"
tt3498820,4,nm1659221,actor,\N,"[""Bucky Barnes"",""Winter Soldier""]"
tt3498820,5,nm0751577,director,\N,\N
tt3498820,6,nm0751648,director,\N,\N
tt3498820,7,nm1321655,writer,screenplay by,\N
tt3498820,8,nm1321656,writer,screenplay by,\N
tt3498820,9,nm0800209,writer,based on the Marvel comics by,\N
tt3501632,10,nm1293367,writer,based on the Marvel comics by,\N
tt3501632,1,nm1165110,actor,\N,"[""Thor""]"
tt3501632,2,nm1089991,actor,\N,"[""Loki""]"
tt3501632,3,nm0000949,actress,\N,"[""Hela""]"
tt3501632,4,nm0749263,actor,\N,"[""Bruce Banner"",""Hulk""]"
tt3501632,5,nm0169806,director,\N,\N
tt3501632,6,nm3069408,writer,written by,\N
tt3501632,7,nm1219736,writer,written by,\N
tt3501632,8,nm1236653,writer,written by,\N
tt3501632,9,nm0498278,writer,based on the Marvel comics by,\N
tt3521164,10,nm0962596,writer,story by,\N
tt3521164,1,nm7635388,actress,\N,"[""Moana""]"
tt3521164,2,nm0425005,actor,\N,"[""Maui""]"
tt3521164,3,nm1344302,actress,\N,"[""Gramma Tala""]"
tt3521164,4,nm0607325,actor,\N,"[""Chief Tui""]"
tt3521164,5,nm0166256,director,\N,\N
tt3521164,6,nm0615780,director,\N,\N
tt3521164,7,nm2320658,director,co-director,\N
tt3521164,8,nm0930261,director,co-director,\N
tt3521164,9,nm1158544,writer,screenplay by,\N
tt3532216,10,nm1003922,producer,producer,\N
tt3532216,1,nm0000129,actor,\N,"[""Barry Seal""]"
tt3532216,2,nm1727304,actor,\N,"[""Monty 'Schafer'""]"
tt3532216,3,nm0942792,actress,\N,"[""Lucy Seal""]"
tt3532216,4,nm0687146,actor,\N,"[""Sheriff Downing""]"
tt3532216,5,nm0510731,director,\N,\N
tt3532216,6,nm0818889,writer,written by,\N
tt3532216,7,nm0029562,producer,producer,\N
tt3532216,8,nm0205713,producer,producer,\N
tt3532216,9,nm0004976,producer,producer,\N
tt3553976,10,nm3926614,composer,\N,\N
tt3553976,1,nm0001557,actor,\N,"[""Ben""]"
tt3553976,2,nm1126657,actor,\N,"[""Bodevan""]"
tt3553976,3,nm4705966,actress,\N,"[""Kielyr""]"
tt3553976,4,nm2399383,actress,\N,"[""Vespyr""]"
tt3553976,5,nm0743671,director,\N,\N
tt3553976,6,nm1987578,producer,producer,\N
tt3553976,7,nm0506075,producer,producer,\N
tt3553976,8,nm1364232,producer,producer,\N
tt3553976,9,nm2961544,producer,producer,\N
tt3606756,10,nm0250995,production_designer,\N,\N
tt3606756,1,nm0005266,actor,\N,"[""Bob Parr"",""Mr. Incredible""]"
tt3606756,2,nm0000456,actress,\N,"[""Helen Parr"",""Elastigirl""]"
tt3606756,3,nm1102970,actress,\N,"[""Violet Parr""]"
tt3606756,4,nm9133740,actor,\N,"[""Dashiell Parr (Dash)""]"
tt3606756,5,nm0083348,director,\N,\N
tt3606756,6,nm0342430,producer,producer,\N
tt3606756,7,nm0907869,producer,producer,\N
tt3606756,8,nm0315974,composer,\N,\N
tt3606756,9,nm0769863,editor,\N,\N
tt3612616,1,nm0234237,actress,\N,"[""Diane 'Die' Després""]"
tt3612616,2,nm4608165,actor,\N,"[""Steve O'Connor Després""]"
tt3612616,3,nm0167501,actress,\N,"[""Kyla""]"
tt3612616,4,nm0399088,actor,\N,"[""Paul""]"
tt3612616,5,nm0230859,director,\N,\N
tt3612616,6,nm3119194,producer,producer,\N
tt3612616,7,nm5469670,composer,\N,\N
tt3612616,8,nm0878031,cinematographer,director of photography,\N
tt3612616,9,nm0705025,production_designer,\N,\N
tt3659388,10,nm0769644,producer,producer,\N
tt3659388,1,nm0000354,actor,\N,"[""Mark Watney""]"
tt3659388,2,nm1567113,actress,\N,"[""Melissa Lewis""]"
tt3659388,3,nm1325419,actress,\N,"[""Annie Montrose""]"
tt3659388,4,nm0544718,actress,\N,"[""Beth Johanssen""]"
tt3659388,5,nm0000631,director,\N,\N
tt3659388,6,nm1206844,writer,screenplay by,\N
tt3659388,7,nm1083982,writer,based on the novel by,\N
tt3659388,8,nm0400240,producer,producer,\N
tt3659388,9,nm1334526,producer,producer,\N
tt3682448,10,nm0686887,producer,producer,\N
tt3682448,1,nm0000158,actor,\N,"[""James B. Donovan""]"
tt3682448,2,nm0753314,actor,\N,"[""Rudolf Abel""]"
tt3682448,3,nm0000257,actor,\N,"[""Thomas Watters Jr.""]"
tt3682448,4,nm0752407,actress,\N,"[""Mary Donovan""]"
tt3682448,5,nm0000229,director,\N,\N
tt3682448,6,nm4131020,writer,written by,\N
tt3682448,7,nm0001053,writer,written by,\N
tt3682448,8,nm0001054,writer,written by,\N
tt3682448,9,nm1069736,producer,producer,\N
tt3704428,10,nm0552039,producer,producer,\N
tt3704428,1,nm0000158,actor,\N,"[""Colonel Tom Parker""]"
tt3704428,2,nm2581521,actor,\N,"[""Elvis""]"
tt3704428,3,nm4609822,actress,\N,"[""Priscilla""]"
tt3704428,4,nm0861013,actress,\N,"[""Gladys""]"
tt3704428,5,nm0525303,director,\N,\N
tt3704428,6,nm5150018,writer,screenplay by,\N
tt3704428,7,nm0668902,writer,screenplay by,\N
tt3704428,8,nm0232442,writer,screenplay by,\N
tt3704428,9,nm0075762,producer,producer,\N
tt3731562,10,nm0178260,writer,based on the character created by,\N
tt3731562,1,nm1089991,actor,\N,"[""James Conrad""]"
tt3731562,2,nm0000168,actor,\N,"[""Preston Packard""]"
tt3731562,3,nm0488953,actress,\N,"[""Mason Weaver""]"
tt3731562,4,nm0000604,actor,\N,"[""Hank Marlow""]"
tt3731562,5,nm3611349,director,\N,\N
tt3731562,6,nm0319659,writer,screenplay by,\N
tt3731562,7,nm1440919,writer,screenplay by,\N
tt3731562,8,nm2081046,writer,screenplay by,\N
tt3731562,9,nm0309691,writer,story by,\N
tt3741834,10,nm0792431,producer,producer,\N
tt3741834,1,nm2353862,actor,\N,"[""Saroo Brierley""]"
tt3741834,2,nm0000173,actress,\N,"[""Sue Brierley""]"
tt3741834,3,nm1913734,actress,\N,"[""Lucy""]"
tt3741834,4,nm8061218,actor,\N,"[""Young Saroo""]"
tt3741834,5,nm0204628,director,\N,\N
tt3741834,6,nm6506884,writer,"adapted from the book ""A Long Way Home"" by",\N
tt3741834,7,nm1729294,writer,screenplay by,\N
tt3741834,8,nm2096617,producer,producer,\N
tt3741834,9,nm2652108,producer,producer,\N
tt3748528,10,nm0000184,writer,based on characters created by,\N
tt3748528,1,nm0428065,actress,\N,"[""Jyn Erso""]"
tt3748528,2,nm0526019,actor,\N,"[""Cassian Andor""]"
tt3748528,3,nm0876138,actor,\N,"[""K-2SO""]"
tt3748528,4,nm0947447,actor,\N,"[""Chirrut Îmwe""]"
tt3748528,5,nm2284484,director,\N,\N
tt3748528,6,nm0919363,writer,screenplay by,\N
tt3748528,7,nm0006904,writer,screenplay by,\N
tt3748528,8,nm0461306,writer,story by,\N
tt3748528,9,nm1729428,writer,story by,\N
tt3778644,10,nm0005086,producer,producer,\N
tt3778644,1,nm2403277,actor,\N,"[""Han Solo""]"
tt3778644,2,nm0000437,actor,\N,"[""Beckett""]"
tt3778644,3,nm3592338,actress,\N,"[""Qi'ra""]"
tt3778644,4,nm2255973,actor,\N,"[""Lando Calrissian""]"
tt3778644,5,nm0000165,director,\N,\N
tt3778644,6,nm0440459,writer,written by,\N
tt3778644,7,nm0001410,writer,written by,\N
tt3778644,8,nm0000184,writer,based on characters created by,\N
tt3778644,9,nm0004012,producer,producer,\N
tt3783958,10,nm3225654,composer,\N,\N
tt3783958,1,nm0331516,actor,\N,"[""Sebastian""]"
tt3783958,2,nm1297015,actress,\N,"[""Mia""]"
tt3783958,3,nm1679669,actress,\N,"[""Laura""]"
tt3783958,4,nm0799777,actor,\N,"[""Bill""]"
tt3783958,5,nm3227090,director,\N,\N
tt3783958,6,nm1757754,producer,producer,\N
tt3783958,7,nm1344784,producer,producer,\N
tt3783958,8,nm3527897,producer,producer,\N
tt3783958,9,nm0686887,producer,producer,\N
tt3799694,10,nm0003542,cinematographer,director of photography,\N
tt3799694,1,nm0000128,actor,\N,"[""Jackson Healy""]"
tt3799694,2,nm0331516,actor,\N,"[""Holland March""]"
tt3799694,3,nm3886028,actress,\N,"[""Holly March""]"
tt3799694,4,nm0093589,actor,\N,"[""John Boy""]"
tt3799694,5,nm0000948,director,\N,\N
tt3799694,6,nm0046524,writer,written by,\N
tt3799694,7,nm0005428,producer,producer,\N
tt3799694,8,nm1384267,composer,\N,\N
tt3799694,9,nm0653211,composer,\N,\N
tt3863552,10,nm2602251,producer,producer,\N
tt3863552,1,nm0006795,actor,\N,"[""Pawan Kumar Chaturvedi"",""Bajrangi Bhaijaan""]"
tt3863552,2,nm7372970,actress,\N,"[""Shahida"",""Munni""]"
tt3863552,3,nm1596350,actor,\N,"[""Chand Nawab""]"
tt3863552,4,nm0004626,actress,\N,"[""Rasika""]"
tt3863552,5,nm1203138,director,\N,\N
tt3863552,6,nm14533834,director,\N,\N
tt3863552,7,nm2353436,writer,story,\N
tt3863552,8,nm5151578,writer,screenplay,\N
tt3863552,9,nm4478309,writer,Additional Screenplay,\N
tt3890160,10,nm0691084,cinematographer,director of photography,\N
tt3890160,1,nm5052065,actor,\N,"[""Baby""]"
tt3890160,2,nm1256532,actor,\N,"[""Griff""]"
tt3890160,3,nm0358316,actor,\N,"[""Buddy""]"
tt3890160,4,nm2555462,actress,\N,"[""Darling""]"
tt3890160,5,nm0942367,director,\N,\N
tt3890160,6,nm0079677,producer,producer,\N
tt3890160,7,nm0271479,producer,producer,\N
tt3890160,8,nm0661912,producer,producer,\N
tt3890160,9,nm1888527,composer,\N,\N
tt3896198,10,nm4160687,writer,Gamora and Drax created by,\N
tt3896198,1,nm0695435,actor,\N,"[""Peter Quill"",""Star-Lord""]"
tt3896198,2,nm0757855,actress,\N,"[""Gamora""]"
tt3896198,3,nm1176985,actor,\N,"[""Drax""]"
tt3896198,4,nm0004874,actor,\N,"[""Baby Groot""]"
tt3896198,5,nm0348181,director,\N,\N
tt3896198,6,nm3966115,writer,based on the Marvel comics by,\N
tt3896198,7,nm5037683,writer,based on the Marvel comics by,\N
tt3896198,8,nm1921680,writer,Star-Lord created by,\N
tt3896198,9,nm3053444,writer,Star-Lord created by,\N
tt4016934,10,nm0161200,cinematographer,\N,\N
tt4016934,1,nm1195119,actress,\N,"[""Lady Hideko""]"
tt4016934,2,nm1978402,actor,\N,"[""Count Fujiwara""]"
tt4016934,3,nm2437361,actor,\N,"[""Uncle Kouzuki""]"
tt4016934,4,nm0600668,actress,\N,"[""Aunt of Lady Hideko""]"
tt4016934,5,nm0661791,director,\N,\N
tt4016934,6,nm1258797,writer,"inspired by the novel ""Fingersmith"" by",\N
tt4016934,7,nm1941029,writer,screenplay,\N
tt4016934,8,nm1367410,producer,producer,\N
tt4016934,9,nm0423280,composer,\N,\N
tt4034228,10,nm1016966,producer,producer,\N
tt4034228,1,nm0000729,actor,\N,"[""Lee Chandler""]"
tt4034228,2,nm0931329,actress,\N,"[""Randi Chandler""]"
tt4034228,3,nm0151419,actor,\N,"[""Joe Chandler""]"
tt4034228,4,nm2348627,actor,\N,"[""Patrick""]"
tt4034228,5,nm0518836,director,\N,\N
tt4034228,6,nm4568172,producer,producer,\N
tt4034228,7,nm0000354,producer,producer,\N
tt4034228,8,nm0601031,producer,producer,\N
tt4034228,9,nm6844518,producer,producer,\N
tt4046784,10,nm1650412,producer,producer,\N
tt4046784,1,nm3729721,actor,\N,"[""Thomas""]"
tt4046784,2,nm2546012,actress,\N,"[""Teresa""]"
tt4046784,3,nm1032473,actor,\N,"[""Newt""]"
tt4046784,4,nm0002064,actor,\N,"[""Jorge""]"
tt4046784,5,nm1226871,director,\N,\N
tt4046784,6,nm2385905,writer,screenplay by,\N
tt4046784,7,nm4212895,writer,"based upon the novel ""The Scorch Trials"" by",\N
tt4046784,8,nm2125212,producer,producer,\N
tt4046784,9,nm0324041,producer,producer,\N
tt4123430,10,nm0006133,composer,\N,\N
tt4123430,1,nm1519666,actor,\N,"[""Newt Scamander""]"
tt4123430,2,nm2239702,actress,\N,"[""Tina Goldstein""]"
tt4123430,3,nm0283945,actor,\N,"[""Jacob Kowalski""]"
tt4123430,4,nm0000136,actor,\N,"[""Grindelwald""]"
tt4123430,5,nm0946734,director,\N,\N
tt4123430,6,nm0746830,writer,written by,\N
tt4123430,7,nm0382268,producer,producer,\N
tt4123430,8,nm0460141,producer,producer,\N
tt4123430,9,nm0927880,producer,producer,\N
tt4154664,10,nm0270559,producer,producer,\N
tt4154664,1,nm0488953,actress,\N,"[""Carol Danvers"",""Vers"",""Captain Marvel""]"
tt4154664,2,nm0000168,actor,\N,"[""Nick Fury""]"
tt4154664,3,nm0578853,actor,\N,"[""Talos"",""Keller""]"
tt4154664,4,nm0000179,actor,\N,"[""Yon-Rogg""]"
tt4154664,5,nm1349818,director,\N,\N
tt4154664,6,nm0281396,director,\N,\N
tt4154664,7,nm4039044,writer,screenplay by,\N
tt4154664,8,nm2270979,writer,story by,\N
tt4154664,9,nm0498834,writer,story by,\N
tt4154756,10,nm0456158,writer,based on the Marvel comics by,\N
tt4154756,1,nm0000375,actor,\N,"[""Tony Stark"",""Iron Man""]"
tt4154756,2,nm1165110,actor,\N,"[""Thor""]"
tt4154756,3,nm0749263,actor,\N,"[""Bruce Banner"",""Hulk""]"
tt4154756,4,nm0262635,actor,\N,"[""Steve Rogers"",""Captain America""]"
tt4154756,5,nm0751577,director,\N,\N
tt4154756,6,nm0751648,director,\N,\N
tt4154756,7,nm1321655,writer,screenplay by,\N
tt4154756,8,nm1321656,writer,screenplay by,\N
tt4154756,9,nm0498278,writer,based on the Marvel comics by,\N
tt4154796,10,nm0456158,writer,based on the Marvel comics by,\N
tt4154796,1,nm0000375,actor,\N,"[""Tony Stark"",""Iron Man""]"
tt4154796,2,nm0262635,actor,\N,"[""Steve Rogers"",""Captain America""]"
tt4154796,3,nm0749263,actor,\N,"[""Bruce Banner"",""Hulk""]"
tt4154796,4,nm1165110,actor,\N,"[""Thor""]"
tt4154796,5,nm0751577,director,\N,\N
tt4154796,6,nm0751648,director,\N,\N
tt4154796,7,nm1321655,writer,screenplay by,\N
tt4154796,8,nm1321656,writer,screenplay by,\N
tt4154796,9,nm0498278,writer,based on the Marvel comics by,\N
tt4160708,10,nm1939549,cinematographer,director of photography,\N
tt4160708,1,nm0002332,actor,\N,"[""The Blind Man""]"
tt4160708,2,nm3994408,actress,\N,"[""Rocky""]"
tt4160708,3,nm1910255,actor,\N,"[""Alex""]"
tt4160708,4,nm4683167,actor,\N,"[""Money""]"
tt4160708,5,nm1793079,director,\N,\N
tt4160708,6,nm2140186,writer,written by,\N
tt4160708,7,nm0000600,producer,producer,\N
tt4160708,8,nm0849964,producer,producer,\N
tt4160708,9,nm0063414,composer,\N,\N
tt4169250,10,nm4274191,writer,writing associate,\N
tt4169250,1,nm3818286,actor,\N,"[""M. S. Dhoni""]"
tt4169250,2,nm6442009,actress,\N,"[""Sakshi Singh Dhoni nee Rawat""]"
tt4169250,3,nm0451600,actor,\N,"[""Pan Singh Dhoni""]"
tt4169250,4,nm7796669,actress,\N,"[""Priyanka Jha""]"
tt4169250,5,nm14112827,director,\N,\N
tt4169250,6,nm3109770,director,\N,\N
tt4169250,7,nm4614038,writer,screenplay,\N
tt4169250,8,nm2590575,writer,Lyricist,\N
tt4169250,9,nm3118214,writer,writing associate,\N
tt4196776,10,nm1643824,producer,producer,\N
tt4196776,1,nm0000354,actor,\N,"[""Jason Bourne""]"
tt4196776,2,nm0000169,actor,\N,"[""CIA Director Robert Dewey""]"
tt4196776,3,nm2539953,actress,\N,"[""Heather Lee""]"
tt4196776,4,nm0001993,actor,\N,"[""Asset""]"
tt4196776,5,nm0339030,director,\N,\N
tt4196776,6,nm0002582,writer,written by,\N
tt4196776,7,nm0524924,writer,based on characters created by,\N
tt4196776,8,nm0329084,producer,producer,\N
tt4196776,9,nm0550881,producer,producer,\N
tt4263482,10,nm1082606,producer,producer,\N
tt4263482,1,nm5896355,actress,\N,"[""Thomasin""]"
tt4263482,2,nm0408591,actor,\N,"[""William""]"
tt4263482,3,nm0225483,actress,\N,"[""Katherine""]"
tt4263482,4,nm0724995,actor,\N,"[""Governor""]"
tt4263482,5,nm3211470,director,\N,\N
tt4263482,6,nm1764941,producer,producer,\N
tt4263482,7,nm1185381,producer,producer,\N
tt4263482,8,nm2106218,producer,producer,\N
tt4263482,9,nm2095560,producer,producer,\N
tt4425200,10,nm1177490,composer,\N,\N
tt4425200,1,nm0000206,actor,\N,"[""John Wick""]"
tt4425200,2,nm1249052,actor,\N,"[""Santino D'Antonio""]"
tt4425200,3,nm0574534,actor,\N,"[""Winston""]"
tt4425200,4,nm3199307,actress,\N,"[""Ares""]"
tt4425200,5,nm0821432,director,\N,\N
tt4425200,6,nm4401003,writer,written by,\N
tt4425200,7,nm0412588,producer,producer,\N
tt4425200,8,nm2443562,producer,producer,\N
tt4425200,9,nm0061045,composer,\N,\N
tt4430212,10,nm2083546,producer,producer,\N
tt4430212,1,nm0222426,actor,\N,"[""Vijay Salgaonkar""]"
tt4430212,2,nm1328152,actress,\N,"[""Nandini Salgaonkar""]"
tt4430212,3,nm0007102,actress,\N,"[""IGP Meera Deshmukh""]"
tt4430212,4,nm0438494,actor,\N,"[""Mahesh Deshmukh""]"
tt4430212,5,nm1723225,director,\N,\N
tt4430212,6,nm2572228,writer,original story,\N
tt4430212,7,nm3179723,writer,adapted by,\N
tt4430212,8,nm2391751,producer,producer,\N
tt4430212,9,nm1166150,producer,producer,\N
tt4513678,10,nm1387379,composer,\N,\N
tt4513678,1,nm4689420,actress,\N,"[""Callie""]"
tt4513678,2,nm0748620,actor,\N,"[""Grooberson""]"
tt4513678,3,nm6016511,actor,\N,"[""Trevor""]"
tt4513678,4,nm5085683,actress,\N,"[""Phoebe""]"
tt4513678,5,nm0718646,director,\N,\N
tt4513678,6,nm1481493,writer,written by,\N
tt4513678,7,nm0718645,writer,based on the 1984 film by,\N
tt4513678,8,nm0000101,writer,"based on ""Ghostbusters"" written by",\N
tt4513678,9,nm0000601,writer,"based on ""Ghostbusters"" written by",\N
tt4550098,10,nm0811761,editor,film editor,\N
tt4550098,1,nm0010736,actress,\N,"[""Susan Morrow""]"
tt4550098,2,nm0350453,actor,\N,"[""Tony Hastings"",""Edward Sheffield""]"
tt4550098,3,nm0788335,actor,\N,"[""Bobby Andes""]"
tt4550098,4,nm1093951,actor,\N,"[""Ray Marcus""]"
tt4550098,5,nm1053530,director,\N,\N
tt4550098,6,nm7216022,writer,"novel ""Tony and Susan""",\N
tt4550098,7,nm0007011,producer,producer,\N
tt4550098,8,nm0466851,composer,\N,\N
tt4550098,9,nm0568974,cinematographer,director of photography,\N
tt4555426,10,nm0881703,producer,producer,\N
tt4555426,1,nm0000198,actor,\N,"[""Winston Churchill""]"
tt4555426,2,nm4141252,actress,\N,"[""Elizabeth Layton""]"
tt4555426,3,nm0000218,actress,\N,"[""Clemmie""]"
tt4555426,4,nm0578853,actor,\N,"[""King George VI""]"
tt4555426,5,nm0942504,director,\N,\N
tt4555426,6,nm0565026,writer,screenplay by,\N
tt4555426,7,nm0079677,producer,producer,\N
tt4555426,8,nm0115537,producer,producer,\N
tt4555426,9,nm0271479,producer,producer,\N
tt4630562,10,nm0003911,composer,\N,\N
tt4630562,1,nm0004874,actor,\N,"[""Dom""]"
tt4630562,2,nm0005458,actor,\N,"[""Deckard""]"
tt4630562,3,nm0425005,actor,\N,"[""Hobbs""]"
tt4630562,4,nm0735442,actress,\N,"[""Letty""]"
tt4630562,5,nm0336620,director,\N,\N
tt4630562,6,nm0860155,writer,based on characters created by,\N
tt4630562,7,nm0604555,writer,written by,\N
tt4630562,8,nm0288202,producer,producer,\N
tt4630562,9,nm0605775,producer,producer,\N
tt4633694,10,nm0588087,producer,producer,\N
tt4633694,1,nm4271336,actor,\N,"[""Miles Morales""]"
tt4633694,2,nm2159926,actor,\N,"[""Peter B. Parker""]"
tt4633694,3,nm2794962,actress,\N,"[""Gwen Stacy""]"
tt4633694,4,nm0991810,actor,\N,"[""Uncle Aaron""]"
tt4633694,5,nm2130108,director,\N,\N
tt4633694,6,nm0709056,director,\N,\N
tt4633694,7,nm0745247,director,\N,\N
tt4633694,8,nm0520488,writer,screenplay by,\N
tt4633694,9,nm0032696,producer,producer,\N
tt4635372,10,nm3542598,writer,\N,\N
tt4635372,1,nm3190246,actress,\N,"[""Devi Pathak""]"
tt4635372,2,nm0592799,actor,\N,"[""Vidyadhar Pathak""]"
tt4635372,3,nm5817249,actor,\N,"[""Deepak Chaudhary""]"
tt4635372,4,nm2690647,actor,\N,"[""Sadhya Ji""]"
tt4635372,5,nm4784536,director,\N,\N
tt4635372,6,nm10931380,writer,poetry written by,\N
tt4635372,7,nm10931379,writer,poetry written by,\N
tt4635372,8,nm10931381,writer,poetry written by,\N
tt4635372,9,nm1479356,writer,poetry written by,\N
tt4649466,10,nm0717230,producer,producer,\N
tt4649466,1,nm5473782,actor,\N,"[""Eggsy""]"
tt4649466,2,nm0000147,actor,\N,"[""Harry Hart""]"
tt4649466,3,nm0835016,actor,\N,"[""Merlin""]"
tt4649466,4,nm1475594,actor,\N,"[""Tequila""]"
tt4649466,5,nm0891216,director,\N,\N
tt4649466,6,nm0963359,writer,written by,\N
tt4649466,7,nm2092839,writer,"based on the comic book ""The Secret Service"" by",\N
tt4649466,8,nm1733301,writer,"based on the comic book ""The Secret Service"" by",\N
tt4649466,9,nm0092061,producer,producer,\N
tt4729430,10,nm0303922,producer,producer,\N
tt4729430,1,nm0005403,actor,\N,"[""Jesper""]"
tt4729430,2,nm0799777,actor,\N,"[""Klaus""]"
tt4729430,3,nm0429069,actress,\N,"[""Alva""]"
tt4729430,4,nm0766005,actor,\N,"[""Mr. Ellingboe""]"
tt4729430,5,nm0655053,director,\N,\N
tt4729430,6,nm3582089,director,co-director,\N
tt4729430,7,nm2700235,writer,screenplay by,\N
tt4729430,8,nm2082813,writer,screenplay by,\N
tt4729430,9,nm0273832,producer,producer,\N
tt4779682,10,nm0043007,producer,producer,\N
tt4779682,1,nm0005458,actor,\N,"[""Jonas Taylor""]"
tt4779682,2,nm0508356,actress,\N,"[""Suyin""]"
tt4779682,3,nm0933988,actor,\N,"[""Morris""]"
tt4779682,4,nm0193295,actor,\N,"[""Mac""]"
tt4779682,5,nm0005509,director,\N,\N
tt4779682,6,nm1212988,writer,screenplay by,\N
tt4779682,7,nm0388377,writer,screenplay by,\N
tt4779682,8,nm0388375,writer,screenplay by,\N
tt4779682,9,nm0022709,writer,"based on the novel ""Meg"" by",\N
tt4846340,10,nm0867768,producer,producer,\N
tt4846340,1,nm0378245,actress,\N,"[""Katherine G. Johnson""]"
tt4846340,2,nm0818055,actress,\N,"[""Dorothy Vaughan""]"
tt4846340,3,nm1847117,actress,\N,"[""Mary Jackson""]"
tt4846340,4,nm0000126,actor,\N,"[""Al Harrison""]"
tt4846340,5,nm0577647,director,\N,\N
tt4846340,6,nm2284377,writer,screenplay by,\N
tt4846340,7,nm7446421,writer,based on the book by,\N
tt4846340,8,nm1858656,producer,producer,\N
tt4846340,9,nm0317642,producer,producer,\N
tt4849438,10,nm4191232,writer,hindi dialogue,\N
tt4849438,1,nm1659141,actor,\N,"[""Amarendra Baahubali"",""Mahendra Baahubali""]"
tt4849438,2,nm2281292,actor,\N,"[""Bhallaladeva""]"
tt4849438,3,nm2011932,actress,\N,"[""Devasena""]"
tt4849438,4,nm1961459,actress,\N,"[""Avanthika""]"
tt4849438,5,nm1442514,director,\N,\N
tt4849438,6,nm2353436,writer,story by,\N
tt4849438,7,nm7448575,writer,telugu dialogue,\N
tt4849438,8,nm4488268,writer,telugu dialogue,\N
tt4849438,9,nm4157919,writer,tamil dialogue,\N
tt4857264,10,nm1481660,producer,producer,\N
tt4857264,1,nm1832584,actor,\N,"[""Adrián Doria""]"
tt4857264,2,nm0905676,actress,\N,"[""Virginia Goodman""]"
tt4857264,3,nm0180580,actor,\N,"[""Tomás Garrido""]"
tt4857264,4,nm1036659,actress,\N,"[""Laura Vidal""]"
tt4857264,5,nm1079062,director,\N,\N
tt4857264,6,nm1516346,writer,collaborating writer,\N
tt4857264,7,nm0303922,producer,producer,\N
tt4857264,8,nm2541742,producer,producer,\N
tt4857264,9,nm0379408,producer,producer,\N
tt4881806,10,nm0189777,producer,producer,\N
tt4881806,1,nm0695435,actor,\N,"[""Owen Grady""]"
tt4881806,2,nm0397171,actress,\N,"[""Claire Dearing""]"
tt4881806,3,nm1245863,actor,\N,"[""Eli Mills""]"
tt4881806,4,nm6819854,actor,\N,"[""Franklin Webb""]"
tt4881806,5,nm1291105,director,\N,\N
tt4881806,6,nm2081046,writer,written by,\N
tt4881806,7,nm1119880,writer,written by,\N
tt4881806,8,nm0000341,writer,based on characters created by,\N
tt4881806,9,nm1428086,producer,producer,\N
tt4912910,10,nm1134771,cinematographer,director of photography,\N
tt4912910,1,nm0000129,actor,\N,"[""Ethan Hunt""]"
tt4912910,2,nm0147147,actor,\N,"[""August Walker""]"
tt4912910,3,nm0000609,actor,\N,"[""Luther Stickell""]"
tt4912910,4,nm0670408,actor,\N,"[""Benji Dunn""]"
tt4912910,5,nm0003160,director,\N,\N
tt4912910,6,nm0312367,writer,based on the television series created by,\N
tt4912910,7,nm0009190,producer,producer,\N
tt4912910,8,nm0616735,producer,producer,\N
tt4912910,9,nm1154632,composer,\N,\N
tt4925292,10,nm1240085,cinematographer,director of photography,\N
tt4925292,1,nm1519680,actress,\N,"[""Lady Bird McPherson""]"
tt4925292,2,nm0582418,actress,\N,"[""Marion McPherson""]"
tt4925292,3,nm0504832,actor,\N,"[""Larry McPherson""]"
tt4925292,4,nm2348627,actor,\N,"[""Danny O'Neill""]"
tt4925292,5,nm1950086,director,\N,\N
tt4925292,6,nm4791912,producer,producer,\N
tt4925292,7,nm0642161,producer,producer,\N
tt4925292,8,nm0748784,producer,producer,\N
tt4925292,9,nm0109726,composer,\N,\N
tt4934950,10,nm2803251,cinematographer,\N,\N
tt4934950,1,nm0451234,actor,\N,"[""Ashwin Kumar""]"
tt4934950,2,nm1234298,actress,\N,"[""Nutan Tandon""]"
tt4934950,3,nm4173131,actor,\N,"[""Ramesh Tandon""]"
tt4934950,4,nm3630374,actor,\N,"[""ACP Vedant Mishra""]"
tt4934950,5,nm1126068,director,\N,\N
tt4934950,6,nm0080235,writer,\N,\N
tt4934950,7,nm2870301,writer,associate writer,\N
tt4934950,8,nm3068550,producer,producer,\N
tt4934950,9,nm3539920,composer,composer: Background Music,\N
tt4972582,10,nm3002063,editor,\N,\N
tt4972582,1,nm0564215,actor,\N,"[""Dennis"",""Patricia"",""Hedwig""]"
tt4972582,2,nm5896355,actress,\N,"[""Casey Cooke""]"
tt4972582,3,nm4726634,actress,\N,"[""Claire Benoit""]"
tt4972582,4,nm4088627,actress,\N,"[""Marcia""]"
tt4972582,5,nm0796117,director,\N,\N
tt4972582,6,nm0081514,producer,producer,\N
tt4972582,7,nm0089658,producer,producer,\N
tt4972582,8,nm3602603,composer,\N,\N
